0,1,2,3,4
20.8351,20.8351,20.8351,20.8351,20.8351
19.88181669,19.85797707,19.86548862,19.85300755,19.80605138
19.87161437,19.84165666,19.83306224,19.77049732,19.78224198
19.84700632,19.80903798,19.81709063,19.76291721,19.74655114
19.80288336,19.75522783,19.79344687,19.75072981,19.71890348
19.79403102,19.73743336,19.79344687,19.74337823,19.71186537
19.78783645,19.72385867,19.7841142,19.74337823,19.71186537
19.78783645,19.72385867,19.77022604,19.7341072,19.71186537
19.78016594,19.723606,19.74374595,19.7341072,19.71148064
19.77368317,19.71850835,19.74125018,19.73295902,19.70978727
19.75167037,19.71652588,19.73136937,19.73295902,19.70767532
19.75034135,19.71652588,19.73136937,19.73161137,19.70767532
19.74703546,19.71270172,19.72324918,19.73119378,19.70767532
19.73048687,19.70861677,19.7214898,19.73119378,19.70219433
19.73048687,19.70861677,19.7214898,19.73119378,19.70219433
19.73048687,19.70861677,19.7214898,19.73119378,19.70219433
19.72755158,19.70861677,19.71984807,19.73119378,19.70219433
19.72755158,19.70861677,19.71984807,19.73119378,19.70219433
19.72755158,19.70861677,19.71984807,19.73119378,19.70219433
19.72755158,19.7060646,19.71984807,19.73119378,19.70216388
19.72755158,19.7060646,19.71984807,19.73119378,19.70216388
19.72755158,19.7060646,19.71984807,19.73119378,19.70216388
19.72498345,19.7060646,19.71637186,19.72920812,19.70216388
19.72188307,19.7060646,19.71637186,19.72920812,19.70067847
19.72188307,19.7060646,19.71637186,19.72838076,19.70067847
19.72188307,19.7060646,19.71637186,19.72838076,19.70067847
19.72188307,19.7060646,19.71637186,19.72742266,19.70067847
19.72188307,19.7060646,19.71637186,19.72660636,19.70067847
19.72188307,19.7060646,19.71637186,19.72146054,19.70067847
19.72188307,19.7060646,19.71637186,19.72146054,19.70067847
19.72188307,19.7060646,19.71637186,19.71971158,19.70067847
19.72188307,19.7060646,19.71637186,19.71762185,19.69919809
19.72188307,19.7060646,19.71637186,19.71762185,19.69919809
19.72188307,19.7060646,19.71493875,19.71762185,19.69919809
19.72188307,19.7060646,19.71493875,19.71762185,19.69919809
19.72188307,19.7060646,19.71493875,19.71762185,19.69919809
19.72188307,19.7060646,19.71493875,19.71762185,19.69919809
19.72051411,19.7060646,19.71493875,19.71762185,19.69919809
19.72051411,19.7060646,19.71493875,19.71762185,19.69919809
19.72051411,19.7060646,19.71493875,19.71762185,19.69919809
19.72051411,19.7060646,19.71493875,19.71754052,19.6990957
19.72051411,19.7060646,19.71493875,19.71754052,19.6990957
19.72051411,19.7060646,19.71493875,19.71652751,19.6990957
19.72051411,19.7060646,19.71493875,19.71652751,19.6990957
19.72051411,19.7060646,19.71486725,19.71652751,19.6990957
19.72051411,19.7060646,19.71486725,19.71652751,19.6990957
19.72051411,19.70602692,19.71471589,19.71212495,19.6990957
19.72051411,19.70602692,19.71471589,19.71212495,19.6990957
19.72039607,19.70602692,19.71471589,19.71212495,19.6990957
19.71791017,19.70602692,19.71471589,19.71212495,19.6990957
19.71791017,19.70602692,19.71471589,19.71212495,19.6990957
19.71791017,19.70602692,19.71471589,19.71212495,19.6990957
19.71791017,19.70602692,19.71471589,19.71212495,19.6990957
19.71791017,19.70527082,19.71471589,19.71212495,19.6990957
19.71791017,19.70527082,19.71471589,19.71140505,19.6990957
19.71791017,19.70527082,19.71471589,19.71040613,19.6990957
19.71791017,19.70527082,19.71455794,19.71040613,19.6990957
19.71791017,19.70527082,19.71455794,19.71040613,19.69874439
19.71791017,19.70515282,19.71455794,19.71040613,19.69874439
19.71745004,19.70515282,19.71455794,19.70982148,19.69874439
19.71745004,19.70515282,19.71455794,19.70982148,19.69874439
19.71745004,19.70515282,19.71427638,19.70982148,19.69874439
19.71745004,19.70515282,19.71427638,19.70982148,19.69874439
19.71745004,19.70515282,19.71427638,19.70982148,19.69874439
19.71745004,19.70515282,19.71427638,19.70982148,19.69874439
19.71745004,19.70515282,19.71427638,19.70982148,19.69874439
19.71745004,19.70515282,19.71425672,19.70982148,19.69840451
19.71745004,19.70503585,19.71425672,19.70982148,19.69840451
19.71745004,19.70503585,19.71425672,19.70982148,19.69840451
19.71745004,19.70503585,19.71425672,19.70982148,19.69840451
19.71745004,19.70503585,19.71425672,19.70982148,19.69840451
19.71682276,19.70503585,19.71425672,19.70982148,19.69791769
19.71682276,19.70503585,19.71425672,19.70982148,19.69753132
19.71682276,19.70503585,19.71425672,19.70982148,19.69753132
19.71682276,19.70503585,19.71425672,19.70982148,19.69701364
19.71682276,19.70503585,19.71425672,19.70982148,19.69649479
19.71682276,19.70503585,19.71425672,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71682276,19.70503585,19.71423528,19.70982148,19.69634288
19.71592423,19.70486554,19.71423528,19.70982148,19.69575065
19.71592423,19.70486554,19.71423528,19.70982148,19.69575065
19.71592423,19.70486554,19.71423528,19.70982148,19.69575065
19.71592423,19.70443909,19.71423528,19.70982148,19.69558256
19.71592423,19.70443909,19.71423528,19.70982148,19.69558256
19.71592423,19.70443909,19.71423528,19.70982148,19.69535865
19.71592423,19.70443909,19.71423528,19.70982148,19.69535865
19.71592423,19.70443909,19.71423528,19.70982148,19.69535865
19.71592423,19.70443909,19.71423528,19.70982148,19.69535865
19.71592423,19.70434125,19.71423528,19.70982148,19.69535865
19.71592423,19.70434125,19.71423528,19.70982148,19.69535865
19.71592423,19.70434125,19.71423528,19.70982148,19.69535865
19.71591779,19.70434125,19.71423528,19.70982148,19.69535865
19.71591779,19.70434125,19.71423528,19.70982148,19.69535865
19.71591779,19.70434125,19.71423528,19.70982148,19.69535865
19.71587832,19.70434125,19.71423528,19.70982148,19.69535865
19.71587832,19.70434125,19.71423528,19.70982148,19.69534058
