0,1,2,3,4
277.0755506,277.0755506,277.0755506,277.0755506,277.0755506
277.0755506,269.9116878,269.6760558,268.2907438,266.5061151
277.0755506,268.6359751,269.0874311,266.1554712,262.5847637
276.3685194,266.9267313,269.0874311,262.2366082,261.120566
272.5954499,264.9739674,266.727075,261.155421,259.0900955
271.1930558,262.1633272,264.0108642,260.6950609,257.5427402
271.1930558,262.1633272,263.8729722,259.5692969,257.5427402
268.8156982,262.1633272,263.1705057,259.5692969,256.5839303
268.8156982,262.1633272,262.0173954,259.5692969,256.5839303
268.8156982,261.3690057,262.0173954,259.5692969,255.4829154
268.1622695,261.3690057,262.0173954,259.5692969,255.4829154
268.1622695,259.2359265,262.0173954,259.5692969,255.4829154
268.1622695,259.2359265,261.307024,259.5692969,255.4829154
267.5398178,259.0903332,259.4807746,259.5692969,255.4829154
267.2357515,259.0903332,259.4807746,259.5692969,255.2624926
267.2357515,259.0903332,259.4807746,259.5692969,255.2624926
267.2357515,259.0056949,259.0667133,259.5692969,255.2624926
267.2169254,259.0056949,259.0667133,259.5692969,255.2624926
266.7414289,258.9753176,259.0667133,259.5692969,255.2624926
265.5604564,258.7731759,259.0667133,259.5692969,255.2624926
265.5604564,258.7731759,258.8036788,259.5692969,255.2624926
265.5604564,258.7731759,258.710608,259.5692969,255.2624926
265.5604564,258.7731759,258.266145,259.5692969,255.2624926
265.5604564,258.1782949,258.266145,259.5692969,255.2624926
265.5604564,257.1575267,258.266145,259.5692969,255.2624926
265.4325206,257.1575267,258.266145,259.5692969,255.2624926
265.4325206,257.1575267,258.266145,259.5692969,255.2624926
265.4325206,257.1575267,258.266145,259.5692969,255.2624926
264.4009492,257.1575267,257.8259519,259.5692969,255.2624926
264.4009492,257.1575267,257.5610328,259.5692969,255.2624926
264.4009492,257.1575267,257.5610328,259.5692969,255.2624926
263.4932845,257.1260394,257.5610328,259.5692969,255.2624926
263.4932845,257.1260394,257.5610328,259.5692969,255.2624926
263.0633114,257.1260394,257.5610328,259.5692969,255.2624926
263.0633114,257.1260394,257.501839,259.5692969,255.2624926
263.0633114,257.0240024,257.501839,259.5692969,255.2624926
263.0633114,256.8003053,257.501839,259.5692969,255.2624926
263.036689,256.8003053,257.4081567,259.5692969,255.2624926
263.036689,256.8003053,257.3029975,259.5692969,255.2624926
263.036689,256.8003053,257.3029975,259.5692969,255.2624926
263.036689,255.8978231,257.3029975,259.5692969,255.2624926
263.036689,255.8978231,257.3029975,259.5692969,255.2624926
263.036689,255.8978231,257.3029975,259.5692969,255.2624926
263.036689,255.8978231,257.3029975,259.5692969,255.2624926
262.8340674,255.8978231,257.3029975,259.5692969,255.2624926
262.8340674,255.8978231,257.3029975,259.5692969,255.2624926
262.8340674,255.8978231,257.3029975,259.5692969,255.2624926
262.8340674,255.8978231,257.3029975,259.5692969,255.2624926
262.8340674,255.8978231,257.2243196,259.5692969,255.2624926
262.5125057,255.8978231,257.2243196,259.5692969,255.2624926
262.27514,255.8978231,257.0246052,259.5692969,255.2624926
262.27514,255.8978231,257.0246052,259.5692969,255.2624926
262.27514,255.8978231,257.0246052,259.5692969,255.2624926
262.27514,255.8978231,256.8628627,259.5692969,255.2624926
262.27514,255.8978231,256.8628627,259.5692969,255.2624926
262.27514,255.8978231,256.8628627,259.5692969,255.2624926
262.27514,255.8978231,256.8628627,259.5692969,255.2624926
262.27514,255.8978231,256.8628627,259.5692969,255.2624926
262.27514,255.8978231,256.8299303,259.5692969,255.2624926
262.27514,255.8978231,256.8299303,259.5692969,255.2624926
262.27514,255.8978231,256.8299303,259.5692969,255.2624926
262.27514,255.8978231,256.8299303,259.5692969,255.2624926
262.27514,255.8978231,256.701949,259.5692969,255.2624926
262.27514,255.8978231,256.701949,259.5692969,255.2624926
262.27514,255.8978231,256.5983009,259.5692969,255.2624926
262.1950041,255.8978231,256.5983009,259.5692969,255.2624926
261.9116465,255.8978231,256.5983009,259.5692969,255.2624926
261.9116465,255.8978231,256.5983009,259.5692969,255.2624926
261.9116465,255.8978231,256.2830027,259.5692969,255.2624926
261.9116465,255.8978231,256.2830027,259.5692969,255.2624926
261.9116465,255.8978231,256.2830027,259.5692969,255.2624926
261.9116465,255.8978231,256.2830027,259.5692969,255.2624926
261.8685749,255.8978231,256.2830027,259.5692969,255.2624926
261.8685749,255.8978231,256.2830027,259.5692969,255.2624926
261.8685749,255.8978231,256.2277179,259.5692969,255.2624926
261.8685749,255.8978231,256.2277179,259.5692969,255.2624926
261.8685749,255.8978231,256.2277179,259.5692969,255.2624926
261.8685749,255.8978231,256.2277179,259.5692969,255.2624926
261.6868234,255.8978231,256.2277179,259.5692969,255.2624926
261.6868234,255.8978231,256.2277179,259.5692969,255.2624926
261.6868234,255.8978231,256.2277179,259.5692969,255.2624926
261.6868234,255.8978231,256.2277179,259.5692969,255.2624926
261.6868234,255.8978231,256.2056067,259.5692969,255.2624926
261.6868234,255.8978231,256.1005712,259.5692969,255.2624926
261.6050674,255.8978231,256.1005712,259.5692969,255.2624926
261.6050674,255.8978231,256.0802979,259.5692969,255.2624926
261.6050674,255.8978231,255.97731,259.5692969,255.2624926
261.6050674,255.8978231,255.97731,259.5692969,255.2624926
261.6050674,255.8978231,255.97731,259.5692969,255.2624926
261.6050674,255.8978231,255.97731,259.5692969,255.2624926
261.6050674,255.8978231,255.9115898,259.5692969,255.2624926
261.6050674,255.8978231,255.8646494,259.5692969,255.2624926
261.6050674,255.8978231,255.8646494,259.5692969,255.2624926
261.6050674,255.8978231,255.8646494,259.5692969,255.2624926
261.6050674,255.8978231,255.8255428,259.5692969,255.2624926
261.6050674,255.8978231,255.8255428,259.5692969,255.2624926
261.6050674,255.8978231,255.8255428,259.5692969,255.2624926
261.6050674,255.8978231,255.8255428,259.5692969,255.2624926
261.6050674,255.8978231,255.8255428,259.5692969,255.2624926
261.6050674,255.8978231,255.8222895,259.5692969,255.2624926
